Wall time,Step,Value
1724429561.6985369,8029,-1.850893497467041
1724429562.5990028,8039,-0.7589108943939209
1724429563.503326,8049,-1.6569291353225708
1724429564.3656151,8059,-2.264911413192749
1724429565.240649,8069,-0.6654119491577148
1724429566.1457589,8079,-1.7689651250839233
1724429567.07055,8089,-1.9352891445159912
1724429567.927397,8099,-1.2884587049484253
1724429569.7435641,8119,-1.000141978263855
1724429570.669176,8129,-1.0188542604446411
1724429571.5361788,8139,-1.3649033308029175
1724429572.444754,8149,-1.0734548568725586
1724429573.34768,8159,-2.328758478164673
1724429574.250942,8169,-1.6275371313095093
1724429576.0318441,8189,-2.427100419998169
1724429576.9300852,8199,-1.7159935235977173
1724429577.856077,8209,-1.321455478668213
1724429578.7601511,8219,-0.8258001208305359
1724429580.524645,8239,-2.4596364498138428
1724429581.4121668,8249,-1.70561945438385
1724429582.343387,8259,-1.116544246673584
1724429583.266695,8269,-1.3144294023513794
1724429585.099294,8289,-1.7615997791290283
1724429586.027783,8299,-1.529178500175476
1724429586.976442,8309,-0.9560461640357971
1724429587.857151,8319,-0.9351746439933777
1724429588.781887,8329,-2.0097508430480957
1724429589.712142,8339,-1.7425769567489624
1724429590.6191602,8349,-1.2716822624206543
1724429591.5041862,8359,-0.9505925178527832
1724429592.457389,8369,-1.6003328561782837
1724429593.40373,8379,-2.266167163848877
1724429594.3749928,8389,-1.3913828134536743
1724429595.457543,8399,-0.8738904595375061
1724429596.409346,8409,-1.7468429803848267
1724429598.1889338,8429,-1.838398814201355
1724429599.088916,8439,-0.9860299825668335
1724429601.125812,8459,-0.6702291369438171
1724429602.038989,8469,-2.4685161113739014
1724429602.9808378,8479,-1.4695695638656616
1724429603.883313,8489,-1.1328257322311401
1724429605.654677,8509,-0.8203384876251221
1724429606.557777,8519,-1.9956327676773071
1724429607.433493,8529,-2.7734375
1724429608.361495,8539,-1.7122834920883179
1724429610.133884,8559,-1.480628490447998
